ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1122.0,1881.0,7.0,12.0,,,,2.0,1.0,,,FIJI,,FIJI ISLANDS,-16.0,179.0,81.0,0.46,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1123.0,1881.0,7.0,14.0,,,,3.0,1.0,,,CHILE,,NORTHERN CHILE,-20.2,-70.1,89.0,1.4,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1124.0,1881.0,8.0,12.0,,,,1.0,1.0,,,JAMAICA,,KINGSTON,17.97,-76.8,74.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460.0,1881.0,12.0,15.0,20.0,,,2.0,8.0,,,GREECE,,AETOLIKO LAGOON,38.4,21.4,50.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128.0,1881.0,12.0,31.0,,,,3.0,1.0,,7.9,INDIA,,BAY OF BENGAL: W OF CAR NICOBAR IS,8.52,92.43,60.0,1.22,,0.3,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0
5528.0,1882.0,4.0,13.0,,,,2.0,1.0,,,NEW ZEALAND,,"GLENBURN, WAIRARAPA",-41.32,175.84,81.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132.0,1882.0,9.0,7.0,7.0,50.0,,4.0,3.0,40.0,7.9,PANAMA,,SAN BLAS ARCHIPELAGO,10.0,-79.0,74.0,3.0,,,1.0,,100.0,2.0,,,,,,3.0,,3.0,,,,3.0,,,,2.0,,3.0,,3.0,,
1142.0,1883.0,8.0,27.0,2.0,59.0,,4.0,6.0,,,INDONESIA,,KRAKATAU,-6.102,105.423,60.0,41.0,,5.1,4.0,,34417.0,4.0,,,,,,4.0,,4.0,,,36417.0,4.0,,,,,,4.0,,4.0,,
1143.0,1883.0,10.0,6.0,19.0,4.0,,4.0,7.0,,,USA,AK,"COOK INLET, AK",59.4,-153.4,87.0,9.14,,3.2,3.0,,,1.0,,,,,,1.0,,1.0,,,8.0,1.0,,,,,,1.0,,1.0,,
2359.0,1884.0,8.0,10.0,19.0,7.0,,2.0,1.0,,5.5,USA,NY,"ROCKAWAY BEACH, NEW YORK",40.6,-73.75,75.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149.0,1884.0,11.0,12.0,,,,1.0,9.0,,,USA,CA,N. CALIFORNIA,40.0,-122.0,88.0,0.1,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2707.0,1884.0,12.0,21.0,,,,1.0,1.0,,,USA,CT,"NEW HAVEN, CT",41.31,-72.92,75.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153.0,1885.0,4.0,30.0,,,,3.0,1.0,,7.3,INDONESIA,,MOLUCCAS ISLANDS,-2.5,127.5,83.0,1.2,,,0.5,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,1.0,3.0,1.0,,
1156.0,1885.0,11.0,12.0,,,,3.0,1.0,,,CHILE,,NORTHERN CHILE,-20.2,-70.1,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3462.0,1887.0,2.0,23.0,6.0,20.0,,3.0,1.0,,,ITALY,,LIGURIAN SEA,43.7,8.1,50.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1175.0,1888.0,3.0,13.0,,,,4.0,7.0,,,PAPUA NEW GUINEA,,RITTER ISLAND,-5.52,148.121,82.0,15.0,,3.4,3.5,,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
4245.0,1888.0,4.0,23.0,,,,4.0,8.0,,,NORWAY,,MID-NORWAY,63.433,10.383,73.0,7.0,,,3.0,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
1178.0,1889.0,5.0,25.0,18.0,23.0,,3.0,1.0,,6.8,PHILIPPINES,,MINDORO ISLAND,13.5,121.0,84.0,0.1,,,-3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0
1181.0,1889.0,9.0,6.0,12.0,,,4.0,1.0,70.0,8.0,INDONESIA,,N. MOLUCCAS ISLANDS,1.0,126.25,83.0,4.0,,1.0,2.5,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,1.0
1192.0,1891.0,11.0,29.0,23.0,21.0,,3.0,3.0,,,USA,WA,WASHINGTON,48.0,-123.5,88.0,2.44,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1197.0,1892.0,6.0,7.0,,,,4.0,6.0,,,INDONESIA,,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.5,83.0,0.75,,1.0,1.0,,,,,,,,,1.0,,,,,1532.0,4.0,,,,,,3.0,,3.0,,
1202.0,1893.0,2.0,9.0,,,,4.0,1.0,,6.5,GREECE,,SAMOTHRACE,40.5,25.5,50.0,1.0,,,3.0,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,2.0,,2.0
1203.0,1893.0,6.0,4.0,2.0,27.0,0.0,4.0,1.0,,7.0,RUSSIA,,S. KURIL ISLANDS,43.3,147.5,86.0,3.0,,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1208.0,1894.0,3.0,22.0,10.0,23.0,,4.0,1.0,,7.9,JAPAN,,SE. HOKKAIDO ISLAND,42.5,146.0,85.0,4.0,,2.0,1.5,,,,,,,,,1.0,,,12.0,1.0,1.0,1.0,,,6.0,1.0,,2.0,,,99.0,2.0
1212.0,1894.0,4.0,27.0,19.0,21.0,,4.0,3.0,,7.0,GREECE,,NORTH EVOIKOS GULF,38.7,23.1,50.0,3.0,,1.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
5633.0,1894.0,5.0,10.0,,,,2.0,0.0,,,MEXICO,,OFF WEST COAST,25.4,-108.95,88.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215.0,1894.0,11.0,21.0,,,,2.0,0.0,,,ATLANTIC OCEAN,,ATLANTIC OCEAN,49.0,-34.5,72.0,12.2,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
3036.0,1894.0,11.0,28.0,,,,3.0,8.0,,,USA,WA,"PUYALLUP RIVER DELTA, TACOMA, WA",47.286,-122.445,88.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
1219.0,1895.0,3.0,6.0,8.0,35.0,,4.0,1.0,,7.3,PAPUA NEW GUINEA,,SOLOMON SEA,-8.4,150.1,82.0,6.0,,2.6,2.0,,,2.0,,,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,2.0,,
5627.0,1895.0,7.0,9.0,5.0,30.0,,4.0,8.0,,,NEW ZEALAND,,PIEGON BAY,-43.688,172.9,81.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231.0,1896.0,1.0,9.0,,,,4.0,1.0,,7.6,JAPAN,,"KASHIMA, JAPAN",36.5,141.0,85.0,0.25,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1234.0,1896.0,6.0,15.0,10.0,33.0,,4.0,1.0,,8.3,JAPAN,,SANRIKU,39.5,144.0,85.0,38.2,,5.2,3.8,,27122.0,4.0,9247.0,4.0,,,,4.0,11000.0,4.0,,,27122.0,4.0,,,13247.0,4.0,,4.0,11000.0,4.0,,
1237.0,1897.0,2.0,19.0,20.0,50.0,,4.0,1.0,33.0,7.4,JAPAN,,SANRIKU,38.1,141.9,85.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,
1241.0,1897.0,8.0,5.0,0.0,10.0,0.0,4.0,1.0,,7.7,JAPAN,,SANRIKU,38.0,143.7,85.0,3.6,,1.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5455.0,1897.0,9.0,20.0,19.0,6.0,,1.0,1.0,33.0,8.6,PHILIPPINES,,SULU SEA,6.0,122.0,84.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
1244.0,1897.0,9.0,21.0,5.0,12.0,,4.0,1.0,33.0,8.7,PHILIPPINES,,SULU SEA,6.0,122.0,84.0,7.0,,2.6,2.5,,13.0,1.0,14.0,1.0,,,,1.0,33.0,1.0,,,13.0,1.0,,,14.0,1.0,,3.0,,3.0,,
1243.0,1897.0,9.0,21.0,7.0,14.0,,1.0,1.0,,,NEW ZEALAND,,WELLINGTON,-41.3,174.8,81.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248.0,1898.0,3.0,31.0,7.0,43.0,,1.0,9.0,,6.2,USA,CA,"OAKLAND, N. CALIFORNIA",38.2,-122.4,88.0,0.31,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1249.0,1898.0,4.0,22.0,23.0,37.0,,4.0,1.0,,7.2,JAPAN,,HONSHU ISLAND,38.6,142.0,85.0,0.1,,,-3.0,,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,
1254.0,1899.0,1.0,22.0,7.0,56.0,,2.0,1.0,,6.6,GREECE,,IONIAN SEA,37.2,21.6,50.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
4862.0,1899.0,1.0,29.0,,,,1.0,1.0,,,AUSTRALIA,,NORTHERN AUSTRALIA,-12.4,130.7,60.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258.0,1899.0,9.0,4.0,0.0,22.0,,4.0,1.0,,8.2,USA,AK,"CAPE YAKATAGA, AK",60.0,-142.0,87.0,3.1,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1260.0,1899.0,9.0,10.0,21.0,41.0,,4.0,3.0,25.0,8.2,USA,AK,"YAKUTAT BAY, AK",60.0,-140.0,87.0,60.96,,5.9,3.0,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
1266.0,1899.0,9.0,29.0,17.0,3.0,,4.0,3.0,,7.8,INDONESIA,,BANDA SEA,-3.0,128.5,83.0,12.0,,3.6,3.0,,2460.0,4.0,300.0,3.0,,,,3.0,,,,,2460.0,4.0,,,300.0,3.0,,3.0,,,,
1268.0,1899.0,11.0,24.0,18.0,43.0,,4.0,1.0,,7.1,JAPAN,,SEIKAIDO,31.9,132.0,85.0,0.3,,-1.7,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1274.0,1900.0,9.0,17.0,21.0,45.0,,3.0,1.0,,7.1,PAPUA NEW GUINEA,,RABAUL HARBOR,-5.0,148.0,82.0,3.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1276.0,1900.0,10.0,29.0,9.0,11.0,,3.0,1.0,25.0,8.4,VENEZUELA,,MANCUTO,11.0,-66.0,74.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725.0,1901.0,3.0,31.0,7.0,12.0,,1.0,1.0,,7.2,BULGARIA,,BLACK SEA,43.4,28.5,40.0,3.0,,,,,,,,,,,,,,,,,4.0,1.0,,,50.0,1.0,,3.0,1200.0,4.0,,
1279.0,1901.0,6.0,24.0,,,,4.0,1.0,33.0,7.5,JAPAN,,RYUKYU ISLANDS,28.0,130.3,85.0,0.25,,-2.3,-1.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1281.0,1901.0,8.0,9.0,9.0,23.0,30.0,4.0,1.0,33.0,7.2,JAPAN,,OFF NORTHEAST COAST HONSHU,40.5,142.5,85.0,0.6,,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,
1280.0,1901.0,8.0,9.0,13.0,1.0,,4.0,1.0,33.0,7.9,NEW CALEDONIA,,LOYALTY ISLANDS,-22.0,170.0,82.0,1.2,,-0.7,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,
1282.0,1901.0,8.0,9.0,18.0,33.0,45.0,4.0,1.0,33.0,7.4,JAPAN,,OFF NORTHEAST COAST HONSHU,40.6,142.3,85.0,0.25,,-1.0,-1.0,,,,,,,,,,,,,,18.0,1.0,,,,,,2.0,8.0,1.0,,
1283.0,1901.0,8.0,9.0,20.0,0.0,,4.0,1.0,33.0,6.3,JAPAN,,OFF NORTHEAST COAST HONSHU,40.5,142.5,85.0,0.02,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5162.0,1901.0,10.0,8.0,2.0,16.0,,3.0,1.0,,7.0,NICARAGUA,,NICARAGUA,11.0,-86.5,88.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1287.0,1902.0,2.0,26.0,,,,3.0,1.0,,7.0,EL SALVADOR,,EL SALVADOR-GUATEMALA,13.5,-89.5,88.0,5.0,,2.3,2.0,,185.0,3.0,100.0,2.0,,,,3.0,,,,,185.0,3.0,,,100.0,2.0,,3.0,,,,
2881.0,1902.0,5.0,5.0,,,,4.0,7.0,,,MARTINIQUE (FRENCH TERRITORY),,MOUNT PELEE,14.82,-61.17,74.0,5.0,,,,,,,,,,,,,,,,,23.0,1.0,,,,,,,,,,
2873.0,1902.0,5.0,7.0,,,,4.0,6.0,,,SAINT VINCENT AND THE GRENADINES,,SOUFRIERE VOLCANO,13.33,-61.18,74.0,1.0,,,,,,,,,,,,,,,,,1680.0,4.0,,,,,,3.0,,,,
1291.0,1902.0,8.0,30.0,,,,4.0,6.0,,,MARTINIQUE (FRENCH TERRITORY),,MOUNT PELEE,14.82,-61.17,74.0,1.0,,,,,,,,,,,,,,,,,1500.0,3.0,,,,,,,,,,
2772.0,1903.0,2.0,10.0,2.0,28.0,,1.0,1.0,,,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14.0,143.3,81.0,0.15,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
1294.0,1903.0,3.0,30.0,,,,2.0,1.0,33.0,6.5,INDONESIA,,BANDA SEA,-3.0,127.5,83.0,1.0,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3542.0,1905.0,1.0,16.0,,,,0.0,8.0,,,NORWAY,,LOEN,61.86600000000001,6.85,73.0,40.5,,,,,61.0,2.0,,,,,,2.0,,2.0,,,61.0,2.0,,,,,,2.0,,2.0,,
1323.0,1905.0,7.0,4.0,,,,4.0,8.0,,,USA,AK,"DISENCHANTMENT BAY, AK",60.0,-139.58,87.0,33.53,,5.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
3411.0,1905.0,9.0,8.0,1.0,43.0,11.0,4.0,1.0,15.0,7.1,ITALY,,TYRRHENIAN CALABRIA,38.67,16.07,50.0,1.3,,,4.0,,,,,,,,,,,,,,557.0,3.0,,,2000.0,4.0,,4.0,6700.0,4.0,,
2296.0,1905.0,10.0,4.0,22.0,29.0,,4.0,1.0,,5.1,RUSSIA,,BLACK SEA,44.5,37.5,40.0,0.5,,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1331.0,1906.0,1.0,31.0,15.0,35.0,51.0,4.0,1.0,25.0,8.8,ECUADOR,,OFF COAST,1.0,-81.5,89.0,5.0,,1.0,3.0,,1000.0,3.0,,,,,,3.0,,3.0,,,1000.0,3.0,,,,,,3.0,,3.0,,
1332.0,1906.0,2.0,7.0,,,,4.0,1.0,,,ECUADOR,,COLOMBIA-ECUADOR,1.0,-81.0,89.0,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3413.0,1906.0,4.0,4.0,,,,2.0,6.0,,,ITALY,,TYRRHENIAN SEA,40.821,14.425999999999998,50.0,0.4,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1333.0,1906.0,4.0,18.0,13.0,12.0,0.0,4.0,3.0,33.0,7.9,USA,CA,N. CALIFORNIA,37.7,-122.5,88.0,0.1,,-3.3,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,
1337.0,1906.0,8.0,7.0,,,,2.0,0.0,,,USA,CA,S. CALIFORNIA,33.9,-117.0,88.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339.0,1906.0,8.0,17.0,0.0,40.0,,3.0,1.0,25.0,8.2,CHILE,,CENTRAL CHILE,-33.0,-72.0,89.0,3.5,,1.8,2.0,,,,,,,,,1.0,,,,,4000.0,4.0,,,,,100.0,4.0,,,,
1340.0,1906.0,9.0,14.0,16.0,4.0,18.0,4.0,1.0,33.0,8.0,PAPUA NEW GUINEA,,SOLOMON SEA,-7.0,149.0,82.0,1.5,,0.6,1.5,,,,,,,,,1.0,,,,,,2.0,,,,,,3.0,,3.0,,
1344.0,1906.0,10.0,2.0,1.0,50.0,,3.0,1.0,,7.2,PAPUA NEW GUINEA,,BISMARCK SEA,-4.0,149.0,82.0,1.2,,,1.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1350.0,1907.0,1.0,14.0,21.0,36.0,,4.0,1.0,,6.5,JAMAICA,,JAMAICA,18.0,-76.8,74.0,2.5,,1.3,,,,,,,,,,2.0,,,,,1000.0,3.0,,,,,30.0,4.0,,3.0,,
1351.0,1907.0,3.0,29.0,20.0,46.0,30.0,1.0,1.0,500.0,7.3,INDONESIA,,"KARAKELONG, TALAUD ISLANDS",3.0,122.0,83.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1353.0,1907.0,4.0,14.0,6.0,8.0,6.0,3.0,1.0,,8.1,MEXICO,,S. MEXICO,17.0,-100.0,88.0,2.0,,1.0,,,,,,,,,,,,,,,8.0,1.0,,,,,,2.0,,3.0,,
1362.0,1907.0,9.0,24.0,12.0,58.0,0.0,3.0,3.0,33.0,5.5,USA,AK,"SKAGWAY, AK",59.5,-135.5,87.0,0.7,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1363.0,1907.0,10.0,6.0,,,,4.0,6.0,,,SAMOA,,MATAVANU VOLCANO,-13.612,-172.525,81.0,3.6,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,3.0,,3.0,,
1367.0,1908.0,2.0,6.0,,,,3.0,1.0,130.0,7.5,INDONESIA,,SW. SUMATRA,-2.0,100.0,60.0,1.4,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
5662.0,1908.0,4.0,6.0,,,,4.0,8.0,,,CANADA,QC,NOTRE DAME DE LA SALETTE,45.77,-75.6,75.0,15.0,,,,,26.0,1.0,,,,,,2.0,40.0,1.0,,1.0,33.0,1.0,,,,,,2.0,40.0,1.0,,1.0
1371.0,1908.0,9.0,21.0,6.0,31.0,,4.0,1.0,33.0,6.8,USA,HI,HAWAII,19.0,-155.0,80.0,1.2,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1373.0,1908.0,12.0,28.0,4.0,20.0,27.0,4.0,3.0,40.0,7.0,ITALY,,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,50.0,13.0,,,5.0,,2000.0,4.0,,,,,,4.0,,4.0,,,80000.0,4.0,,,,,116.0,4.0,,4.0,,
4502.0,1909.0,3.0,7.0,,,,2.0,1.0,,,COOK ISLANDS,,RAROTONGA,-21.0,-159.0,81.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1382.0,1909.0,7.0,30.0,10.0,51.0,54.0,2.0,1.0,,7.4,MEXICO,,S. MEXICO,16.8,-99.8,88.0,9.0,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1384.0,1909.0,8.0,14.0,6.0,30.0,0.0,4.0,1.0,33.0,6.9,JAPAN,,"ANEGAWA, JAPAN",35.4,136.3,85.0,1.8,,1.0,,,,,,,,,,,,,,,41.0,1.0,,,,,,3.0,976.0,3.0,,
1392.0,1911.0,1.0,30.0,,,,4.0,6.0,,,PHILIPPINES,,"TAAL, LUZON ISLAND",14.002,120.993,84.0,3.0,,,,,50.0,1.0,,,,,,1.0,,1.0,,,1335.0,4.0,,,199.0,3.0,,3.0,543.0,3.0,,1.0
1395.0,1911.0,5.0,11.0,,,,2.0,0.0,,6.6,TOGO,,GOLD COAST,6.1,1.2,77.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1401.0,1912.0,6.0,8.0,4.0,42.0,,3.0,1.0,100.0,6.6,JAPAN,,SANRIKU,40.5,142.0,85.0,0.5,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1405.0,1913.0,2.0,22.0,1.0,6.0,,3.0,1.0,33.0,6.8,NEW ZEALAND,,TASMAN SEA,-41.8,171.5,81.0,1.5,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
1410.0,1913.0,10.0,11.0,4.0,6.0,3.0,4.0,1.0,33.0,7.0,PAPUA NEW GUINEA,,SOLOMON SEA,-7.0,148.0,82.0,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1412.0,1914.0,1.0,12.0,9.0,28.0,,4.0,4.0,33.0,7.1,JAPAN,,SEIKAIDO,31.58,130.67,85.0,3.0,,1.6,-1.0,,,,,,,,,1.0,,,,,63.0,2.0,,,112.0,3.0,19.0,3.0,2268.0,4.0,,
1411.0,1914.0,1.0,12.0,,,,2.0,1.0,33.0,,PERU,,CENTRAL PERU,-12.0,-76.6,89.0,1.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1416.0,1914.0,5.0,26.0,14.0,22.0,47.7,4.0,1.0,15.0,8.1,INDONESIA,,NW. IRIAN JAYA,-1.829,136.94299999999998,83.0,0.1,,1.5,2.0,,,1.0,,,,,,,,,,,,3.0,,,,,,2.0,,3.0,,
1420.0,1914.0,11.0,27.0,14.0,39.0,46.0,1.0,3.0,30.0,6.3,GREECE,,IONIAN SEA,38.8,20.6,50.0,3.0,,1.7,4.0,,,,,,,,,,,,,,14.0,1.0,,,,,,3.0,,3.0,,2.0
1422.0,1915.0,2.0,11.0,,,,1.0,9.0,,,USA TERRITORY,AS,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,81.0,2.4,,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,
1423.0,1915.0,5.0,23.0,,,,1.0,1.0,,,INDONESIA,,KAIMANA,-3.644,133.695,83.0,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1427.0,1915.0,8.0,7.0,15.0,4.0,3.0,3.0,1.0,14.0,6.7,GREECE,,IONIAN SEA,38.5,20.7,50.0,1.5,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0
1429.0,1915.0,11.0,1.0,7.0,23.0,43.0,4.0,1.0,60.0,7.8,JAPAN,,SANRIKU,38.3,142.9,85.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1432.0,1916.0,1.0,1.0,13.0,20.0,49.3,3.0,1.0,35.0,7.9,PAPUA NEW GUINEA,,BISMARCK SEA,-4.739,152.548,82.0,4.5,,1.5,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0
1434.0,1916.0,4.0,26.0,2.0,21.0,52.0,4.0,1.0,25.0,7.0,PANAMA,,BOCAS DEL TORO,9.6,-82.0,74.0,1.3,,,,,,,,,,,,1.0,,,,,,,,,,,0.025,1.0,,,,
3147.0,1916.0,7.0,3.0,23.0,21.0,41.0,4.0,1.0,,5.1,ITALY,,STROMBOLI ISLAND,38.817,15.233,50.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
1439.0,1917.0,1.0,20.0,23.0,11.0,34.0,3.0,1.0,33.0,6.6,INDONESIA,,BALI SEA,-7.0,116.0,60.0,2.0,,1.0,,,,,,,,,,,,,,,1500.0,4.0,,,,,,2.0,,2.0,,
1442.0,1917.0,1.0,31.0,3.0,39.0,55.0,3.0,1.0,33.0,6.4,PHILIPPINES,,CELEBES SEA,6.0,125.0,84.0,1.5,,0.6,,,,,,,,,,,,,,,7.0,1.0,,,2.0,1.0,,2.0,,2.0,,
1443.0,1917.0,3.0,16.0,,,,2.0,0.0,,,INDONESIA,,JAVA,-3.7,116.6,83.0,1.5,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1444.0,1917.0,5.0,1.0,18.0,27.0,,4.0,1.0,60.0,8.0,NEW ZEALAND,,KERMADEC ISLANDS,-29.2,-177.0,81.0,0.3,,3.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1445.0,1917.0,5.0,6.0,12.0,19.0,,4.0,1.0,33.0,5.8,TAIWAN,,TAIWAN,23.2,121.6,84.0,0.5,,-1.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1446.0,1917.0,6.0,26.0,5.0,49.0,42.0,4.0,1.0,25.0,8.3,SAMOA,,SAMOA ISLANDS,-15.5,-173.0,81.0,12.2,,3.6,3.0,,2.0,1.0,,,,,,2.0,,3.0,,,2.0,1.0,,,,,,2.0,,3.0,,
1448.0,1917.0,7.0,29.0,21.0,52.0,6.0,2.0,1.0,,7.7,PAPUA NEW GUINEA,,BISMARCK SEA,-3.0,143.5,82.0,0.9,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
5614.0,1917.0,8.0,16.0,,,,3.0,8.0,,,USA,AK,"TAKU INLET, JUNEAU, AK",58.20399999999999,-134.14700000000002,87.0,2.4,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
1450.0,1917.0,11.0,16.0,3.0,19.0,28.0,2.0,1.0,60.0,7.5,NEW ZEALAND,,KERMADEC ISLANDS,-29.0,-177.5,81.0,2.5,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2792.0,1917.0,12.0,6.0,13.0,4.0,,4.0,10.0,,,CANADA,NS,"HALIFAX, NOVA SCOTIA",44.633,-63.583,75.0,7.0,,,,,,2.0,,,,,,,,,,,2000.0,4.0,,,9000.0,4.0,,,,,,
1454.0,1918.0,7.0,18.0,2.0,30.0,,1.0,6.0,,,INDONESIA,,SULAWESI,3.138,125.491,83.0,0.08,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1456.0,1918.0,8.0,15.0,12.0,18.0,12.0,4.0,1.0,33.0,8.3,PHILIPPINES,,CELEBES SEA,5.5,123.0,84.0,7.2,,2.8,2.5,,6.0,1.0,,,,,,2.0,,,,,52.0,2.0,,,,,,3.0,,,,
1457.0,1918.0,9.0,7.0,17.0,16.0,,4.0,1.0,33.0,8.2,RUSSIA,,S. KURIL ISLANDS,45.5,151.5,86.0,12.0,,3.6,3.0,,23.0,1.0,7.0,1.0,,,,2.0,,2.0,19.0,1.0,23.0,1.0,,,7.0,1.0,,2.0,,2.0,19.0,1.0
1458.0,1918.0,10.0,11.0,14.0,14.0,30.0,4.0,3.0,,7.3,USA TERRITORY,PR,PUERTO RICO: MONA PASSAGE,18.5,-67.5,74.0,6.1,,2.6,,,140.0,3.0,,,,,4.0,2.0,,,,,144.0,3.0,,,,,4.0,2.0,,,,
