ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
557.0,1791.0,5.0,13.0,,,,2.0,0.0,,,JAPAN,,RYUKYU ISLANDS,32.8,130.3,85.0,11.0,,2.0,2.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
568.0,1792.0,5.0,21.0,,,,4.0,6.0,,6.4,JAPAN,,"SHIMABARA BAY, KYUSHU ISLAND",32.75,130.3,85.0,55.0,,3.5,3.0,,14524.0,4.0,707.0,3.0,,,,4.0,6200.0,4.0,,,14524.0,4.0,,,707.0,3.0,,3.0,6200.0,4.0,,
3577.0,1792.0,8.0,9.0,,,,2.0,1.0,,6.0,TAIWAN,,TAINAN,23.6,120.5,84.0,10.0,,,,,,,,,,,,,,,,,252.0,3.0,,,432.0,3.0,,3.0,14889.0,4.0,,
572.0,1793.0,2.0,8.0,3.0,,,4.0,1.0,,6.9,JAPAN,,W. OFF AOMORI,40.85,139.95,85.0,1.8,,1.0,2.0,,12.0,1.0,,,,,,1.0,,1.0,,,12.0,1.0,,,,,,2.0,164.0,3.0,,
573.0,1793.0,2.0,17.0,,,,4.0,1.0,33.0,8.3,JAPAN,,SANRIKU,38.5,144.0,85.0,4.5,,2.2,2.0,,720.0,3.0,,,,,,3.0,100.0,2.0,,,745.0,3.0,,,,,,3.0,1160.0,4.0,,
580.0,1799.0,,,,,,-1.0,1.0,,,INDONESIA,,SE. SUMATRA,-2.0,101.0,60.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
593.0,1804.0,7.0,10.0,13.0,,,4.0,1.0,,7.3,JAPAN,,NW. HONSHU ISLAND,39.05,139.95,85.0,1.0,,0.5,1.0,,,3.0,,,,,,2.0,,,300.0,3.0,450.0,3.0,,,,,,4.0,10810.0,4.0,300.0,3.0
5610.0,1805.0,5.0,8.0,,,,3.0,0.0,,,AUSTRALIA,,NORFOLK ISLAND,-29.06,167.95,81.0,5.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,1.0
596.0,1806.0,12.0,1.0,23.0,,,3.0,1.0,,7.5,PERU,,CENTRAL PERU,-12.1,-77.1,89.0,1.0,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3219.0,1808.0,4.0,2.0,16.0,43.0,,2.0,1.0,,5.7,ITALY,,ITALIAN COAST,44.833,7.25,50.0,0.15,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,
599.0,1808.0,8.0,8.0,,,,4.0,1.0,,6.5,JAPAN,,"E. AWA, TOKUSHIMA PREFECTURE",33.9,134.8,85.0,1.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
603.0,1810.0,9.0,25.0,,,,4.0,1.0,,6.6,JAPAN,,NW. HONSHU ISLAND,39.9,139.9,85.0,1.0,,1.0,0.0,,,,,,,,,,,,,,57.0,2.0,,,,,,3.0,1084.0,4.0,,
604.0,1811.0,11.0,19.0,14.0,15.0,,2.0,1.0,,,CHILE,,CENTRAL CHILE,-33.0,-71.4,89.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
609.0,1812.0,12.0,21.0,19.0,0.0,,4.0,3.0,,7.5,USA,CA,S. CALIFORNIA,34.2,-119.9,88.0,3.4,,1.8,1.5,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,,,,
613.0,1815.0,4.0,10.0,,,,4.0,6.0,,,INDONESIA,,TAMBORA,-8.2,118.0,60.0,3.5,,2.0,1.5,,,3.0,,,,,,1.0,,,,,60000.0,4.0,,,,4.0,,4.0,,4.0,,
2446.0,1817.0,1.0,8.0,,,,0.0,1.0,,,USA,PA,"PHILADELPHIA, PENNSYLVANIA",39.95,-75.1,75.0,0.3,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
619.0,1817.0,8.0,23.0,8.0,,,3.0,1.0,,6.8,GREECE,,CORINTHOS-PATRAS GULF,38.3,22.1,50.0,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
622.0,1818.0,11.0,8.0,,,,2.0,1.0,600.0,8.5,INDONESIA,,BALI SEA,-7.0,117.0,60.0,3.5,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,
626.0,1819.0,4.0,12.0,3.0,0.0,,4.0,1.0,,8.5,CHILE,,NORTHERN CHILE,-27.0,-71.5,89.0,4.0,,2.0,2.0,,,,,,,,,2.0,,2.0,,,,1.0,,,,,,3.0,,3.0,,
633.0,1820.0,5.0,4.0,,,,4.0,1.0,,7.6,MEXICO,,S. MEXICO,17.2,-99.6,88.0,4.0,,1.0,1.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,
635.0,1820.0,12.0,29.0,,,,4.0,1.0,80.0,7.5,INDONESIA,,FLORES SEA,-7.0,119.0,60.0,25.0,,4.0,3.5,,500.0,3.0,,,,,,2.0,,3.0,,,500.0,3.0,,,,,,2.0,,3.0,,
641.0,1822.0,11.0,20.0,2.0,30.0,,4.0,1.0,,8.5,CHILE,,CENTRAL CHILE,-33.0,-72.0,89.0,3.6,,1.8,2.0,,,,,,,,,,,,,,72.0,3.0,,,200.0,3.0,,4.0,,3.0,,3.0
2448.0,1823.0,5.0,30.0,,,,0.0,1.0,,,USA,NY,LAKE ERIE,42.7,-79.0,75.0,2.74,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
643.0,1823.0,9.0,9.0,,,,2.0,1.0,150.0,6.8,INDONESIA,,JAVA,-6.5,108.5,60.0,0.3,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
675.0,1830.0,1.0,18.0,9.0,15.0,,0.0,1.0,,,PHILIPPINES,,W. LUZON ISLAND,14.55,120.9,84.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,3.0,,
5657.0,1833.0,9.0,18.0,10.0,45.0,,1.0,1.0,60.0,7.7,PERU,,S. PERU,-18.251,-71.01,89.0,9.0,,,,,,,,,,,,,,,,,700.0,3.0,,,25.0,1.0,,3.0,1001.0,4.0,,
682.0,1833.0,12.0,7.0,,,,4.0,1.0,,7.4,JAPAN,,NW. HONSHU ISLAND,38.9,139.15,85.0,9.0,,2.5,2.5,,50.0,1.0,,,,,,3.0,600.0,3.0,,,85.0,2.0,,,,,,3.0,1140.0,4.0,1790.0,4.0
689.0,1835.0,2.0,20.0,16.0,22.0,,4.0,1.0,,8.2,CHILE,,CENTRAL CHILE,-36.83,-73.03,89.0,24.0,,4.0,3.0,,3.0,1.0,,,,,,2.0,,3.0,,3.0,53.0,2.0,30.0,1.0,500.0,3.0,,4.0,,3.0,,3.0
691.0,1835.0,7.0,20.0,,,,4.0,1.0,,7.6,JAPAN,,SANRIKU,37.9,141.9,85.0,5.0,,2.3,2.0,,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
697.0,1836.0,7.0,3.0,,,,2.0,1.0,,7.5,CHILE,,NORTHERN CHILE,-22.6,-70.3,89.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
708.0,1837.0,11.0,7.0,12.0,51.0,,4.0,1.0,,8.5,CHILE,,SOUTHERN CHILE,-42.5,-74.0,89.0,6.0,,3.0,3.0,,16.0,1.0,,,,,,2.0,,3.0,,,16.0,1.0,,,,,,3.0,,3.0,,
710.0,1838.0,5.0,7.0,,,,2.0,1.0,,,CHILE,,CENTRAL CHILE,-36.7,-73.1,89.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522.0,1840.0,8.0,,,,,2.0,0.0,,,NEW ZEALAND,,EAST CAPE,-37.61,178.35,81.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723.0,1841.0,5.0,17.0,21.0,30.0,,4.0,1.0,30.0,8.4,RUSSIA,,KAMCHATKA,52.0,158.0,86.0,15.0,,3.9,3.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,
724.0,1841.0,11.0,26.0,,,,3.0,1.0,,,INDONESIA,,MOLUCCAS ISLANDS,-5.0,130.0,83.0,3.0,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
725.0,1841.0,12.0,16.0,,,,3.0,1.0,,6.0,INDONESIA,,BANDA SEA,-4.0,127.5,83.0,1.5,,1.0,1.5,,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
726.0,1842.0,5.0,7.0,21.0,,,4.0,1.0,,8.1,HAITI,,CAP-HAITIAN,19.75,-72.2,74.0,5.0,,4.2,,,300.0,3.0,,,,,,3.0,,3.0,,,5300.0,4.0,,,,,,4.0,,4.0,,
730.0,1843.0,2.0,8.0,14.0,50.0,,4.0,1.0,33.0,8.3,GUADELOUPE (FRENCH TERRITORY),,POINTE-A-PITRE,16.5,-62.2,74.0,1.2,,0.3,,,,,,,,,,,,,,,5000.0,4.0,,,,,,4.0,,,,
732.0,1843.0,4.0,25.0,,,,4.0,1.0,,8.4,JAPAN,,SE. HOKKAIDO ISLAND,42.0,146.0,85.0,4.5,,2.2,2.5,,45.0,1.0,,,,,,2.0,75.0,2.0,,,45.0,1.0,,,,,,2.0,75.0,2.0,,
744.0,1845.0,7.0,5.0,,,,1.0,1.0,,,NEW ZEALAND,,N. NEW ZEALAND,-39.93,175.05,81.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
749.0,1846.0,1.0,25.0,0.0,0.0,,4.0,1.0,,7.3,INDONESIA,,"TERNATE ISLAND, N. MOLUCCAS ISLANDS",2.0,126.5,83.0,1.2,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,1846.0,3.0,,,,,4.0,1.0,,6.9,JAPAN,,SANRIKU,39.5,142.5,85.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
751.0,1847.0,5.0,23.0,,,,2.0,1.0,,,PERU,,CENTRAL PERU,-12.1,-77.1,89.0,2.0,,1.0,1.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
760.0,1848.0,10.0,15.0,14.0,10.0,,1.0,3.0,,7.9,NEW ZEALAND,,COOK STRAIT,-41.9,173.6,81.0,0.3,,-1.0,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,
763.0,1849.0,1.0,25.0,5.0,10.0,,3.0,1.0,,7.5,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14.0,143.3,81.0,6.1,,1.0,2.0,,,3.0,1.0,1.0,,,,2.0,,,,,,3.0,,,,2.0,,3.0,,3.0,,
772.0,1849.0,11.0,17.0,10.0,10.0,,4.0,1.0,,7.5,CHILE,,CENTRAL CHILE,-29.95,-71.37,89.0,5.0,,2.3,2.5,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0
774.0,1850.0,7.0,20.0,,,,1.0,8.0,,,JAPAN,,SANRIKU,39.5,142.0,85.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
775.0,1851.0,2.0,28.0,,,,3.0,1.0,,7.2,TURKEY,,"FETIYE, ASIA MINOR",35.5,28.7,50.0,0.9,,-0.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
780.0,1851.0,5.0,4.0,,,,3.0,0.0,,,INDONESIA,,LAMPUNG BAY,-5.0,105.0,60.0,1.5,,3.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
783.0,1851.0,5.0,26.0,18.0,14.0,,2.0,1.0,,7.2,CHILE,,NORTHERN CHILE,-27.35,-70.35,89.0,3.0,,1.6,2.0,,,,,,,,,1.0,,,,,,,,,,,,3.0,,3.0,,
784.0,1851.0,10.0,12.0,6.0,,,2.0,1.0,,6.6,ALBANIA,,ALBANIAN COASTS,40.5,19.7,50.0,0.66,,-0.1,3.0,,,,,,,,,,,,,,2000.0,4.0,,,,,,4.0,,4.0,,
799.0,1852.0,11.0,25.0,22.0,40.0,,4.0,1.0,100.0,8.3,INDONESIA,,BANDA SEA,-5.25,129.75,83.0,8.0,,3.0,2.5,,60.0,2.0,,,,,,2.0,,2.0,,,60.0,2.0,,,,,,3.0,,3.0,,
802.0,1852.0,11.0,29.0,,,,3.0,1.0,,7.0,MEXICO,,N. MEXICO,32.5,-115.5,88.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
807.0,1853.0,7.0,15.0,,,,4.0,1.0,,6.7,VENEZUELA,,CUMANA,10.5,-64.2,74.0,5.0,,,,,,,,,,,,1.0,,1.0,,,1000.0,3.0,,,,3.0,,3.0,,3.0,,
805.0,1853.0,,,,,,4.0,8.0,1.0,,USA,AK,"LITUYA BAY, AK",58.63,-137.57,87.0,120.0,,4.3,4.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,
818.0,1854.0,1.0,27.0,18.0,10.0,,3.0,3.0,,,USA,AK,"KODIAK ISLAND, AK",57.0,-152.0,87.0,2.4,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
835.0,1854.0,12.0,23.0,0.0,0.0,,4.0,1.0,,8.3,JAPAN,,ENSHUNADA SEA,34.0,137.9,85.0,21.0,,4.0,3.0,,300.0,3.0,,,,,,4.0,8300.0,4.0,,,1000.0,3.0,,,,,,4.0,8900.0,4.0,,
837.0,1854.0,12.0,24.0,8.0,0.0,,4.0,1.0,,8.4,JAPAN,,NANKAIDO,33.1,135.0,85.0,28.0,,4.0,2.5,,3000.0,4.0,,,,,,4.0,15000.0,4.0,,,3000.0,4.0,,,,,,4.0,20000.0,4.0,,
839.0,1855.0,1.0,23.0,9.0,,,3.0,1.0,,8.0,NEW ZEALAND,,NORTHERN ISLAND,-41.25,175.0,81.0,11.0,,3.2,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,1.0
850.0,1855.0,11.0,7.0,,,,4.0,1.0,,7.0,JAPAN,,ENSHUNADA,34.5,137.6,85.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
3567.0,1855.0,,,,,,0.0,1.0,,4.8,CHINA,,SICHUAN PROVINCE,29.2,108.1,84.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
856.0,1856.0,2.0,15.0,13.0,25.0,,3.0,3.0,,5.5,USA,CA,N. CALIFORNIA,37.5,-122.3,88.0,0.6,,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
858.0,1856.0,3.0,,,,,3.0,0.0,,,NEW ZEALAND,,"S CANTERBURY PROVINCE, SOUTH ISLAND",-44.0,172.0,81.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2377.0,1856.0,8.0,4.0,,,,4.0,3.0,,7.5,HONDURAS,,BAY OF HONDURAS,16.0,-88.0,74.0,5.0,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,3.0,,3.0,,
3380.0,1856.0,8.0,22.0,11.0,40.0,,3.0,1.0,,,ALGERIA,,SEA OF ALBORAN,37.1,5.7,50.0,5.0,,,4.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,
864.0,1856.0,8.0,23.0,4.0,30.0,,4.0,1.0,,8.0,JAPAN,,SE. HOKKAIDO ISLAND,40.5,143.5,85.0,6.0,,2.6,2.0,,26.0,1.0,,,,,,2.0,193.0,3.0,238.0,3.0,26.0,1.0,,,,,,2.0,193.0,3.0,238.0,3.0
870.0,1857.0,5.0,13.0,,,,4.0,1.0,50.0,7.0,INDONESIA,,BALI SEA,-8.0,115.5,60.0,3.4,,1.6,2.0,,,,,,,,,,,,,,36.0,1.0,,,,,,2.0,,2.0,,
3540.0,1858.0,6.0,5.0,,,,2.0,0.0,,,UK,,"DOVER STRAITS, ENGLAND",51.03,1.61,73.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880.0,1859.0,6.0,28.0,,,,4.0,1.0,,7.0,INDONESIA,,N. MOLUCCAS ISLANDS,1.0,126.5,83.0,10.0,,3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
882.0,1859.0,7.0,29.0,,,,4.0,1.0,,7.3,INDONESIA,,N. MOLUCCAS ISLANDS,0.009000000000000001,125.5,83.0,1.0,,1.0,1.5,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
888.0,1859.0,10.0,5.0,12.0,0.0,,4.0,1.0,,7.6,CHILE,,NORTHERN CHILE,-27.35,-70.35,89.0,6.0,,2.5,2.5,,,,,,,,,1.0,,,,,10.0,1.0,,,,,,2.0,339.0,3.0,,
904.0,1861.0,2.0,16.0,,,,4.0,1.0,70.0,8.5,INDONESIA,,SW. SUMATRA,-1.0,97.5,60.0,7.0,,,3.0,,1105.0,4.0,,,,,,2.0,,,,,1105.0,4.0,,,,,,2.0,,,,
906.0,1861.0,3.0,,,,,2.0,0.0,,,INDONESIA,,BANDA SEA,-3.7,128.2,83.0,1.8,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
915.0,1861.0,10.0,20.0,17.0,30.0,,4.0,1.0,,7.4,JAPAN,,OFF MIYAGI,38.5,142.0,85.0,3.9,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,70.0,2.0,,
918.0,1861.0,12.0,26.0,,,,4.0,3.0,,7.3,GREECE,,CORINTH GULF,38.2,22.2,50.0,2.1,,1.1,4.0,,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
921.0,1862.0,4.0,8.0,,,,-1.0,0.0,,,INDONESIA,,"CHERIBON DISTRICT, JAVA",-6.7,108.57,60.0,2.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
922.0,1862.0,5.0,27.0,20.0,0.0,,4.0,3.0,,5.9,USA,CA,S. CALIFORNIA,32.7,-117.2,88.0,1.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
934.0,1864.0,5.0,23.0,,,,3.0,1.0,,7.8,INDONESIA,,NW. IRIAN JAYA,-1.0,135.0,83.0,3.0,,3.6,1.5,,250.0,3.0,,,,,,3.0,,3.0,,,250.0,3.0,,,,,,3.0,,3.0,,
935.0,1865.0,1.0,8.0,,,,3.0,1.0,,,PERU,,CENTRAL PERU,-12.0,-77.1,89.0,2.0,,1.0,1.5,,5.0,1.0,,,,,,1.0,,1.0,,,5.0,1.0,,,,,,1.0,,1.0,,
943.0,1865.0,11.0,18.0,,,,4.0,1.0,,8.0,TONGA,,TONGA ISLANDS,-19.5,-173.5,81.0,1.25,,,3.0,,,,,,,,,1.0,20.0,1.0,,,,,,,,,,1.0,20.0,1.0,,
951.0,1866.0,2.0,6.0,,,,3.0,1.0,,6.0,GREECE,,"S. COASTS PELOPONNESUS, GREECE",36.0,23.0,50.0,8.6,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
965.0,1867.0,9.0,20.0,3.0,15.0,,4.0,1.0,,7.1,GREECE,,"PELOPONNESUS, GREECE",36.4,22.2,50.0,6.0,,,4.0,,,2.0,,,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,2.0,,
966.0,1867.0,11.0,18.0,18.0,45.0,,4.0,1.0,33.0,7.5,USA TERRITORY,VI,VIRGIN ISLANDS,18.1,-65.1,74.0,15.2,,2.3,,,24.0,1.0,,,,,,3.0,,,,,24.0,1.0,,,,,,4.0,,,,
967.0,1867.0,12.0,18.0,,,,4.0,1.0,,7.0,TAIWAN,,E. CHINA SEA,25.34,121.91,84.0,15.0,,2.0,2.0,,80.0,2.0,,,,,,2.0,,2.0,,,580.0,3.0,,,,,,2.0,,3.0,,3.0
969.0,1868.0,3.0,17.0,11.0,37.0,0.0,3.0,1.0,,,USA TERRITORY,VI,VIRGIN ISLANDS,18.1,-65.1,74.0,1.5,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
971.0,1868.0,4.0,3.0,2.0,24.0,,4.0,1.0,,7.9,USA,HI,HAWAII,19.0,-155.5,80.0,13.7,,4.3,3.5,,47.0,1.0,,,,,,2.0,108.0,3.0,,,77.0,2.0,,,,,,2.0,,3.0,,
975.0,1868.0,5.0,15.0,,,,2.0,1.0,,,USA,AK,"SHUMAGIN ISLANDS, AK",55.0,-161.0,87.0,6.1,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
983.0,1868.0,8.0,13.0,21.0,30.0,,4.0,1.0,25.0,8.5,CHILE,,NORTHERN CHILE,-18.6,-71.0,89.0,18.0,,4.2,3.5,,25000.0,4.0,,,,,,4.0,,,,,25000.0,4.0,,,,,300.0,4.0,,,,
5484.0,1868.0,8.0,14.0,1.0,30.0,,4.0,1.0,,8.5,CHILE,,NORTHERN CHILE,-18.6,-71.0,89.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988.0,1868.0,8.0,19.0,,,,4.0,0.0,,,INDIA,,ANDAMAN ISLANDS,11.67,92.73,60.0,4.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
989.0,1868.0,9.0,14.0,,,,2.0,1.0,,,CHILE,,CENTRAL CHILE,-36.7,-73.2,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
992.0,1868.0,10.0,16.0,,,,2.0,1.0,,,CHILE,,CENTRAL CHILE,-33.1,-71.7,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
993.0,1868.0,10.0,21.0,15.0,53.0,,3.0,3.0,,6.8,USA,CA,N. CALIFORNIA,37.7,-122.1,88.0,4.5,,2.2,0.5,,,,,,,,,,,,,,30.0,1.0,,,,,0.35,1.0,,3.0,,
1003.0,1869.0,7.0,24.0,,,,3.0,0.0,,,USA,HI,"OFF N COAST OF OAHU, HAWAII",20.0,-155.0,80.0,8.2,,3.2,3.0,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
1004.0,1869.0,8.0,9.0,,,,3.0,1.0,,,CHILE,,CENTRAL CHILE,-30.0,-71.4,89.0,3.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1010.0,1869.0,8.0,24.0,17.0,10.0,,3.0,1.0,,7.5,CHILE,,NORTHERN CHILE,-19.6,-70.23,89.0,2.0,,,1.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5510.0,1870.0,4.0,6.0,19.0,30.0,,2.0,0.0,,,NEW ZEALAND,,WELLINGTON,-41.29,174.78,81.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411.0,1871.0,2.0,7.0,,,,2.0,1.0,,,MEXICO,,S. MEXICO,18.2,-94.5,74.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022.0,1871.0,3.0,3.0,,,,4.0,6.0,,,INDONESIA,,RUANG,2.28,125.425,83.0,25.0,,4.6,3.5,,400.0,3.0,,,,,,2.0,75.0,2.0,,,400.0,3.0,,,,,,2.0,75.0,2.0,,
1023.0,1871.0,3.0,25.0,,,,2.0,1.0,,7.5,CHILE,,CENTRAL CHILE,-35.0,-72.5,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,
1038.0,1872.0,3.0,14.0,8.0,20.0,,4.0,1.0,33.0,7.4,JAPAN,,SW. HONSHU ISLAND,34.9,132.0,85.0,3.0,,1.5,1.0,,,1.0,,,,,,,,,,,804.0,3.0,,,200.0,3.0,,1.0,5796.0,4.0,,
5677.0,1872.0,6.0,13.0,,,,1.0,0.0,,,USA,NY,LAKE ONTARIO,43.5,-78.0,75.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040.0,1872.0,8.0,23.0,18.0,6.0,,4.0,1.0,,,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.2,-168.5,87.0,1.3,,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1044.0,1872.0,11.0,17.0,,,,2.0,1.0,,,USA,ME,"PENOBSCOT BAY, MAINE",44.183,-68.917,75.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055.0,1873.0,11.0,23.0,5.0,9.0,,3.0,3.0,,6.7,USA,CA,N. CALIFORNIA,42.0,-124.0,88.0,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607.0,1874.0,5.0,,,,,3.0,8.0,,,USA,AK,"LITUYA BAY, AK",58.64,-137.57,87.0,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062.0,1875.0,3.0,28.0,,,,3.0,1.0,,8.0,NEW CALEDONIA,,"LIFOU ISLAND, LOYALTY ISLANDS",-20.0,168.5,82.0,4.0,,2.0,2.5,,25.0,1.0,,,,,,3.0,,3.0,,,25.0,1.0,,,,,,3.0,,3.0,,
1064.0,1876.0,5.0,28.0,,,,3.0,1.0,50.0,6.8,INDONESIA,,CERAM SEA,-3.0,127.25,83.0,0.3,,,-1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0
1069.0,1877.0,4.0,16.0,,,,1.0,9.0,,,USA,CA,N. TO S. CALIFORNIA,35.0,-120.0,88.0,1.8,,1.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1075.0,1877.0,5.0,10.0,0.0,59.0,,4.0,1.0,,8.3,CHILE,,NORTHERN CHILE,-21.5,-70.5,89.0,24.0,,4.4,3.5,,2282.0,4.0,,,,,,3.0,,3.0,,,2385.0,4.0,,,,,,3.0,,3.0,,
1081.0,1877.0,8.0,23.0,,,,3.0,1.0,,,CHILE,,NORTHERN CHILE,-20.2,-70.1,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1086.0,1878.0,1.0,10.0,,,,3.0,1.0,,7.5,VANUATU,,TANNA ISLAND,-19.0,168.5,82.0,12.0,,3.6,3.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1112.0,1878.0,11.0,22.0,,,,3.0,8.0,,,USA,CA,S. CALIFORNIA,35.18,-120.731,88.0,1.0,,2.0,1.5,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
5526.0,1879.0,4.0,27.0,6.0,45.0,,2.0,0.0,,,NEW ZEALAND,,GREYMOUTH,-42.45,171.21,81.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634.0,1880.0,9.0,23.0,,,,1.0,0.0,,,AUSTRALIA,,SYDNEY HARBOR,-33.8,151.3,81.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.0,1880.0,10.0,26.0,22.0,20.0,,3.0,3.0,,6.3,USA,AK,"SITKA, AK",57.0,-136.0,87.0,1.8,,5.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5527.0,1881.0,6.0,29.0,,,,3.0,1.0,,,NEW ZEALAND,,PIGEON BAY (BANKS PENINSULA),-43.69,172.9,81.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
